Stazione,Inquinante,Data,Ora,Valore,"Unità di misura"
"Via Bolzano","Ossido di Carbonio",2019-02-11,5,0.6,mg/mc
"Via Bolzano","Ossido di Carbonio",2019-02-11,6,0.5,mg/mc
"Via Bolzano","Ossido di Carbonio",2019-02-11,7,0.5,mg/mc
"Via Bolzano","Ossido di Carbonio",2019-02-11,8,0.6,mg/mc
"Via Bolzano","Ossido di Carbonio",2019-02-11,9,0.6,mg/mc
"Via Bolzano","Ossido di Carbonio",2019-02-11,13,0.4,mg/mc
"Via Bolzano","Ossido di Carbonio",2019-02-11,14,0.2,mg/mc
"Via Bolzano","Ossido di Carbonio",2019-02-11,15,0.2,mg/mc
"Via Bolzano","Ossido di Carbonio",2019-02-11,16,0.2,mg/mc
"Via Bolzano","Ossido di Carbonio",2019-02-11,17,0.2,mg/mc
"Via Bolzano","Ossido di Carbonio",2019-02-11,18,0.2,mg/mc
"Via Bolzano","Ossido di Carbonio",2019-02-11,19,0.2,mg/mc
"Via Bolzano","Ossido di Carbonio",2019-02-11,20,0.2,mg/mc
"Via Bolzano","Ossido di Carbonio",2019-02-11,21,0.2,mg/mc
"Via Bolzano","Ossido di Carbonio",2019-02-11,22,0.2,mg/mc
"Via Bolzano","Ossido di Carbonio",2019-02-11,23,0.2,mg/mc
"Via Bolzano","Ossido di Carbonio",2019-02-11,24,0.2,mg/mc
"Via Bolzano","Ossido di Carbonio",2019-02-12,1,0.2,mg/mc
"Via Bolzano","Ossido di Carbonio",2019-02-12,2,0.2,mg/mc
"Via Bolzano","Ossido di Carbonio",2019-02-12,3,0.2,mg/mc
"Via Bolzano","Ossido di Carbonio",2019-02-12,4,0.2,mg/mc
"Via Bolzano","Ossido di Carbonio",2019-02-12,5,0.3,mg/mc
"Via Bolzano","Ossido di Carbonio",2019-02-12,6,0.3,mg/mc
"Via Bolzano","Ossido di Carbonio",2019-02-12,7,0.5,mg/mc
"Via Bolzano","Ossido di Carbonio",2019-02-12,8,0.8,mg/mc
"Via Bolzano","Ossido di Carbonio",2019-02-12,9,0.7,mg/mc
"Via Bolzano","Ossido di Carbonio",2019-02-12,10,0.2,mg/mc
"Via Bolzano","Ossido di Carbonio",2019-02-12,11,0.2,mg/mc
"Via Bolzano","Ossido di Carbonio",2019-02-12,12,0.2,mg/mc
"Via Bolzano","Ossido di Carbonio",2019-02-12,13,0.2,mg/mc
"Via Bolzano","Ossido di Carbonio",2019-02-12,14,0.2,mg/mc
"Via Bolzano","Ossido di Carbonio",2019-02-12,15,0.2,mg/mc
"Via Bolzano","Ossido di Carbonio",2019-02-12,16,0.2,mg/mc
"Via Bolzano","Ossido di Carbonio",2019-02-12,17,0.2,mg/mc
"Via Bolzano","Ossido di Carbonio",2019-02-12,18,0.2,mg/mc
"Via Bolzano","Ossido di Carbonio",2019-02-12,19,0.3,mg/mc
"Via Bolzano","Ossido di Carbonio",2019-02-12,20,0.4,mg/mc
"Via Bolzano","Ossido di Carbonio",2019-02-12,21,0.3,mg/mc
"Via Bolzano","Ossido di Carbonio",2019-02-12,22,0.3,mg/mc
"Via Bolzano","Ossido di Carbonio",2019-02-12,23,0.3,mg/mc
"Via Bolzano","Ossido di Carbonio",2019-02-12,24,0.4,mg/mc
"Via Bolzano","Ossido di Carbonio",2019-02-13,1,0.3,mg/mc
"Via Bolzano","Ossido di Carbonio",2019-02-13,2,0.3,mg/mc
"Via Bolzano","Ossido di Carbonio",2019-02-13,3,0.3,mg/mc
"Via Bolzano","Ossido di Carbonio",2019-02-13,4,0.3,mg/mc
"Via Bolzano","Ossido di Carbonio",2019-02-13,5,0.3,mg/mc
"Via Bolzano","Ossido di Carbonio",2019-02-13,6,0.3,mg/mc
"Via Bolzano","Ossido di Carbonio",2019-02-13,7,0.4,mg/mc
"Via Bolzano","Ossido di Carbonio",2019-02-13,8,1.0,mg/mc
"Via Bolzano","Ossido di Carbonio",2019-02-13,9,1.3,mg/mc
"Via Bolzano","Ossido di Carbonio",2019-02-13,10,0.8,mg/mc
"Via Bolzano","Ossido di Carbonio",2019-02-13,11,0.3,mg/mc
"Via Bolzano","Ossido di Carbonio",2019-02-13,12,0.3,mg/mc
"Via Bolzano","Ossido di Carbonio",2019-02-13,13,0.3,mg/mc
"Via Bolzano","Ossido di Carbonio",2019-02-13,14,0.4,mg/mc
"Via Bolzano","Ossido di Carbonio",2019-02-13,15,0.3,mg/mc
"Via Bolzano","Ossido di Carbonio",2019-02-13,16,0.4,mg/mc
"Via Bolzano","Ossido di Carbonio",2019-02-13,17,0.6,mg/mc
"Via Bolzano","Ossido di Carbonio",2019-02-13,18,0.6,mg/mc
"Via Bolzano","Ossido di Carbonio",2019-02-13,19,0.5,mg/mc
"Via Bolzano","Ossido di Carbonio",2019-02-13,20,0.7,mg/mc
"Via Bolzano","Ossido di Carbonio",2019-02-13,21,1.0,mg/mc
"Via Bolzano","Ossido di Carbonio",2019-02-13,22,1.1,mg/mc
"Via Bolzano","Ossido di Carbonio",2019-02-13,23,1.0,mg/mc
"Via Bolzano","Ossido di Carbonio",2019-02-13,24,0.8,mg/mc
"Via Bolzano","Ossido di Carbonio",2019-02-14,1,0.7,mg/mc
"Via Bolzano","Ossido di Carbonio",2019-02-14,2,0.6,mg/mc
"Via Bolzano","Ossido di Carbonio",2019-02-14,3,0.5,mg/mc
"Via Bolzano","Ossido di Carbonio",2019-02-14,4,0.4,mg/mc
"Via Bolzano","Ossido di Carbonio",2019-02-14,5,0.4,mg/mc
"Via Bolzano","Ossido di Carbonio",2019-02-14,6,0.4,mg/mc
"Via Bolzano","Ossido di Carbonio",2019-02-14,7,0.7,mg/mc
"Via Bolzano","Ossido di Carbonio",2019-02-14,8,1.0,mg/mc
"Via Bolzano","Ossido di Carbonio",2019-02-14,9,0.8,mg/mc
"Via Bolzano","Ossido di Carbonio",2019-02-14,10,0.5,mg/mc
"Via Bolzano","Ossido di Carbonio",2019-02-14,11,0.4,mg/mc
"Via Bolzano","Ossido di Carbonio",2019-02-14,12,0.4,mg/mc
"Via Bolzano","Ossido di Carbonio",2019-02-14,13,0.4,mg/mc
"Via Bolzano","Ossido di Carbonio",2019-02-14,14,0.3,mg/mc
"Via Bolzano","Ossido di Carbonio",2019-02-14,15,0.4,mg/mc
"Via Bolzano","Ossido di Carbonio",2019-02-14,16,0.4,mg/mc
"Via Bolzano","Ossido di Carbonio",2019-02-14,17,0.6,mg/mc
"Via Bolzano","Ossido di Carbonio",2019-02-14,18,1.2,mg/mc
"Via Bolzano","Ossido di Carbonio",2019-02-14,19,1.4,mg/mc
"Via Bolzano","Ossido di Carbonio",2019-02-14,20,1.3,mg/mc
"Via Bolzano","Ossido di Carbonio",2019-02-14,21,1.5,mg/mc
"Via Bolzano","Ossido di Carbonio",2019-02-14,22,1.2,mg/mc
"Via Bolzano","Ossido di Carbonio",2019-02-14,23,1.1,mg/mc
"Via Bolzano","Ossido di Carbonio",2019-02-14,24,0.8,mg/mc
"Via Bolzano","Ossido di Carbonio",2019-02-15,1,0.6,mg/mc
"Via Bolzano","Ossido di Carbonio",2019-02-15,2,0.5,mg/mc
"Via Bolzano","Ossido di Carbonio",2019-02-15,3,0.5,mg/mc
"Via Bolzano","Ossido di Carbonio",2019-02-15,4,0.5,mg/mc
"Via Bolzano","Ossido di Carbonio",2019-02-15,5,0.4,mg/mc
"Via Bolzano","Ossido di Carbonio",2019-02-15,6,0.4,mg/mc
"Via Bolzano","Ossido di Carbonio",2019-02-15,7,0.7,mg/mc
"Via Bolzano","Ossido di Carbonio",2019-02-15,8,1.1,mg/mc
"Via Bolzano","Ossido di Carbonio",2019-02-15,9,1.0,mg/mc
"Via Bolzano","Ossido di Carbonio",2019-02-15,10,0.4,mg/mc
"Via Bolzano","Ossido di Carbonio",2019-02-15,11,0.3,mg/mc
"Via Bolzano","Ossido di Carbonio",2019-02-15,12,0.3,mg/mc
"Via Bolzano","Ossido di Carbonio",2019-02-15,13,0.3,mg/mc
"Via Bolzano","Ossido di Carbonio",2019-02-15,14,0.3,mg/mc
"Via Bolzano","Ossido di Carbonio",2019-02-15,15,0.5,mg/mc
"Via Bolzano","Ossido di Carbonio",2019-02-15,16,0.4,mg/mc
"Via Bolzano","Ossido di Carbonio",2019-02-15,17,0.6,mg/mc
"Via Bolzano","Ossido di Carbonio",2019-02-15,18,0.7,mg/mc
"Via Bolzano","Ossido di Carbonio",2019-02-15,19,0.8,mg/mc
"Via Bolzano","Ossido di Carbonio",2019-02-15,20,1.0,mg/mc
"Via Bolzano","Ossido di Carbonio",2019-02-15,21,1.3,mg/mc
"Via Bolzano","Ossido di Carbonio",2019-02-15,22,1.0,mg/mc
"Via Bolzano","Ossido di Carbonio",2019-02-15,23,0.8,mg/mc
"Via Bolzano","Ossido di Carbonio",2019-02-15,24,0.7,mg/mc
"Via Bolzano","Ossido di Carbonio",2019-02-16,1,0.9,mg/mc
"Via Bolzano","Ossido di Carbonio",2019-02-16,2,0.7,mg/mc
"Via Bolzano","Ossido di Carbonio",2019-02-16,3,0.5,mg/mc
"Via Bolzano","Ossido di Carbonio",2019-02-16,4,0.4,mg/mc
"Via Bolzano","Ossido di Carbonio",2019-02-16,5,0.5,mg/mc
"Via Bolzano","Ossido di Carbonio",2019-02-16,6,0.4,mg/mc
"Via Bolzano","Ossido di Carbonio",2019-02-16,7,0.4,mg/mc
"Via Bolzano","Ossido di Carbonio",2019-02-16,8,0.5,mg/mc
"Via Bolzano","Ossido di Carbonio",2019-02-16,9,0.6,mg/mc
"Via Bolzano","Ossido di Carbonio",2019-02-16,10,0.4,mg/mc
"Via Bolzano","Ossido di Carbonio",2019-02-16,11,0.3,mg/mc
"Via Bolzano","Ossido di Carbonio",2019-02-16,12,0.3,mg/mc
"Via Bolzano","Ossido di Carbonio",2019-02-16,13,0.3,mg/mc
"Via Bolzano","Ossido di Carbonio",2019-02-16,14,0.3,mg/mc
"Via Bolzano","Ossido di Carbonio",2019-02-16,15,0.3,mg/mc
"Via Bolzano","Ossido di Carbonio",2019-02-16,16,0.4,mg/mc
"Via Bolzano","Ossido di Carbonio",2019-02-16,17,0.9,mg/mc
"Via Bolzano","Ossido di Carbonio",2019-02-16,18,1.4,mg/mc
"Via Bolzano","Ossido di Carbonio",2019-02-16,19,1.2,mg/mc
"Via Bolzano","Ossido di Carbonio",2019-02-16,20,1.2,mg/mc
"Via Bolzano","Ossido di Carbonio",2019-02-16,21,0.8,mg/mc
"Via Bolzano","Ossido di Carbonio",2019-02-16,22,1.0,mg/mc
"Via Bolzano","Ossido di Carbonio",2019-02-16,23,0.8,mg/mc
"Via Bolzano","Ossido di Carbonio",2019-02-16,24,0.5,mg/mc
"Via Bolzano","Ossido di Carbonio",2019-02-17,1,0.5,mg/mc
"Via Bolzano","Ossido di Carbonio",2019-02-17,2,0.4,mg/mc
"Via Bolzano","Ossido di Carbonio",2019-02-17,3,0.4,mg/mc
"Via Bolzano","Ossido di Carbonio",2019-02-17,4,0.3,mg/mc
"Via Bolzano","Ossido di Carbonio",2019-02-17,5,0.3,mg/mc
"Via Bolzano","Ossido di Carbonio",2019-02-17,6,0.3,mg/mc
"Via Bolzano","Ossido di Carbonio",2019-02-17,7,0.3,mg/mc
"Via Bolzano","Ossido di Carbonio",2019-02-17,8,0.3,mg/mc
"Via Bolzano","Ossido di Carbonio",2019-02-17,9,0.4,mg/mc
"Via Bolzano","Ossido di Carbonio",2019-02-17,10,0.4,mg/mc
"Via Bolzano","Ossido di Carbonio",2019-02-17,11,0.3,mg/mc
"Via Bolzano","Ossido di Carbonio",2019-02-17,12,0.3,mg/mc
"Via Bolzano","Ossido di Carbonio",2019-02-17,13,0.3,mg/mc
"Via Bolzano","Ossido di Carbonio",2019-02-17,14,0.3,mg/mc
"Via Bolzano","Ossido di Carbonio",2019-02-17,15,0.3,mg/mc
"Via Bolzano","Ossido di Carbonio",2019-02-17,16,0.3,mg/mc
"Via Bolzano","Ossido di Carbonio",2019-02-17,17,0.7,mg/mc
"Via Bolzano","Ossido di Carbonio",2019-02-17,18,1.2,mg/mc
"Via Bolzano","Ossido di Carbonio",2019-02-17,19,1.2,mg/mc
"Via Bolzano","Ossido di Carbonio",2019-02-17,20,1.0,mg/mc
"Via Bolzano","Ossido di Carbonio",2019-02-17,21,0.9,mg/mc
"Via Bolzano","Ossido di Carbonio",2019-02-17,22,0.8,mg/mc
"Via Bolzano","Ossido di Carbonio",2019-02-17,23,0.8,mg/mc
"Via Bolzano","Ossido di Carbonio",2019-02-17,24,0.8,mg/mc
"Via Bolzano","Ossido di Carbonio",2019-02-18,1,0.5,mg/mc
"Via Bolzano","Ossido di Carbonio",2019-02-18,2,0.4,mg/mc
"Via Bolzano","Ossido di Carbonio",2019-02-18,3,0.4,mg/mc
"Via Bolzano","Ossido di Carbonio",2019-02-18,4,0.3,mg/mc
"Via Bolzano","Ossido di Carbonio",2019-02-18,5,0.3,mg/mc
"Via Bolzano","Ossido di Carbonio",2019-02-18,6,0.3,mg/mc
"Via Bolzano","Ossido di Carbonio",2019-02-18,7,0.4,mg/mc
"Via Bolzano","Ossido di Carbonio",2019-02-18,8,0.5,mg/mc
"Via Bolzano","Ossido di Carbonio",2019-02-18,9,0.5,mg/mc
"Via Bolzano","Ossido di Carbonio",2019-02-18,10,0.4,mg/mc
"Via Bolzano","Ossido di Carbonio",2019-02-18,11,0.3,mg/mc
"Via Bolzano","Ossido di Carbonio",2019-02-18,12,0.3,mg/mc
"Via Bolzano","Ossido di Carbonio",2019-02-18,13,0.3,mg/mc
"Via Bolzano","Ossido di Carbonio",2019-02-18,14,0.3,mg/mc
"Via Bolzano","Ossido di Carbonio",2019-02-18,15,0.3,mg/mc
"Via Bolzano","Ossido di Carbonio",2019-02-18,16,0.5,mg/mc
"Via Bolzano","Ossido di Carbonio",2019-02-18,17,0.6,mg/mc
"Via Bolzano","Ossido di Carbonio",2019-02-18,18,0.9,mg/mc
"Via Bolzano","Ossido di Carbonio",2019-02-18,19,1.1,mg/mc
"Via Bolzano","Ossido di Carbonio",2019-02-18,20,0.9,mg/mc
"Via Bolzano","Ossido di Carbonio",2019-02-18,21,0.9,mg/mc
"Via Bolzano","Ossido di Carbonio",2019-02-18,22,1.2,mg/mc
"Via Bolzano","Ossido di Carbonio",2019-02-18,23,0.9,mg/mc
"Via Bolzano","Ossido di Carbonio",2019-02-18,24,0.8,mg/mc
"Via Bolzano","Ossido di Carbonio",2019-02-19,1,0.7,mg/mc
"Via Bolzano","Ossido di Carbonio",2019-02-19,2,0.7,mg/mc
"Via Bolzano","Ossido di Carbonio",2019-02-19,3,0.6,mg/mc
"Via Bolzano","Ossido di Carbonio",2019-02-19,4,0.4,mg/mc
"Via Bolzano","Ossido di Carbonio",2019-02-19,5,0.5,mg/mc
"Via Bolzano","Ossido di Carbonio",2019-02-19,6,0.5,mg/mc
"Via Bolzano","Ossido di Carbonio",2019-02-19,7,0.8,mg/mc
"Via Bolzano","Ossido di Carbonio",2019-02-19,8,0.9,mg/mc
"Via Bolzano","Ossido di Carbonio",2019-02-19,9,1.0,mg/mc
"Via Bolzano","Ossido di Carbonio",2019-02-19,10,0.5,mg/mc
"Via Bolzano","Ossido di Carbonio",2019-02-19,11,0.4,mg/mc
"Via Bolzano","Ossido di Carbonio",2019-02-19,12,0.4,mg/mc
"Via Bolzano","Ossido di Carbonio",2019-02-19,13,0.4,mg/mc
"Via Bolzano","Ossido di Carbonio",2019-02-19,14,0.5,mg/mc
"Via Bolzano","Ossido di Carbonio",2019-02-19,15,0.4,mg/mc
"Via Bolzano","Ossido di Carbonio",2019-02-19,16,0.5,mg/mc
"Via Bolzano","Ossido di Carbonio",2019-02-19,17,0.5,mg/mc
"Via Bolzano","Ossido di Carbonio",2019-02-19,18,0.5,mg/mc
"Via Bolzano","Ossido di Carbonio",2019-02-19,19,0.5,mg/mc
"Via Bolzano","Ossido di Carbonio",2019-02-19,20,0.9,mg/mc
"Via Bolzano","Ossido di Carbonio",2019-02-19,21,1.1,mg/mc
"Via Bolzano","Ossido di Carbonio",2019-02-19,22,1.0,mg/mc
"Via Bolzano","Ossido di Carbonio",2019-02-19,23,1.1,mg/mc
"Via Bolzano","Ossido di Carbonio",2019-02-19,24,0.7,mg/mc
"Via Bolzano","Ossido di Carbonio",2019-02-20,1,0.8,mg/mc
"Via Bolzano","Ossido di Carbonio",2019-02-20,2,0.7,mg/mc
"Via Bolzano","Ossido di Carbonio",2019-02-20,3,0.6,mg/mc
"Via Bolzano","Ossido di Carbonio",2019-02-20,4,0.5,mg/mc
"Via Bolzano","Ossido di Carbonio",2019-02-20,5,0.5,mg/mc
"Via Bolzano","Ossido di Carbonio",2019-02-20,6,0.7,mg/mc
"Via Bolzano","Ossido di Carbonio",2019-02-20,7,0.8,mg/mc
"Via Bolzano","Ossido di Carbonio",2019-02-20,8,0.8,mg/mc
"Via Bolzano","Ossido di Carbonio",2019-02-20,9,0.7,mg/mc
"Via Bolzano","Ossido di Carbonio",2019-02-20,10,0.5,mg/mc
"Via Bolzano","Ossido di Carbonio",2019-02-20,11,0.4,mg/mc
"Via Bolzano","Ossido di Carbonio",2019-02-20,12,0.4,mg/mc
"Via Bolzano","Ossido di Carbonio",2019-02-20,13,0.4,mg/mc
"Via Bolzano","Ossido di Carbonio",2019-02-20,14,0.4,mg/mc
"Via Bolzano","Ossido di Carbonio",2019-02-20,15,0.4,mg/mc
"Via Bolzano","Ossido di Carbonio",2019-02-20,16,0.5,mg/mc
"Via Bolzano","Ossido di Carbonio",2019-02-20,17,0.7,mg/mc
"Via Bolzano","Ossido di Carbonio",2019-02-20,18,0.7,mg/mc
"Via Bolzano","Ossido di Carbonio",2019-02-20,19,0.7,mg/mc
"Via Bolzano","Ossido di Carbonio",2019-02-20,20,0.9,mg/mc
"Via Bolzano","Ossido di Carbonio",2019-02-20,21,1.0,mg/mc
"Via Bolzano","Ossido di Carbonio",2019-02-20,22,1.2,mg/mc
"Via Bolzano","Ossido di Carbonio",2019-02-20,23,1.1,mg/mc
"Via Bolzano","Ossido di Carbonio",2019-02-20,24,1.0,mg/mc
"Via Bolzano","Ossido di Carbonio",2019-02-21,1,0.7,mg/mc
"Via Bolzano","Ossido di Carbonio",2019-02-21,2,0.6,mg/mc
"Via Bolzano","Ossido di Carbonio",2019-02-21,3,0.6,mg/mc
"Via Bolzano","Ossido di Carbonio",2019-02-21,4,0.5,mg/mc
"Via Bolzano","Ossido di Carbonio",2019-02-21,5,0.4,mg/mc
"Via Bolzano","Ossido di Carbonio",2019-02-21,6,0.5,mg/mc
"Via Bolzano","Ossido di Carbonio",2019-02-21,7,0.4,mg/mc
"Via Bolzano","Ossido di Carbonio",2019-02-21,8,0.7,mg/mc
"Via Bolzano","Ossido di Carbonio",2019-02-21,9,0.6,mg/mc
"Via Bolzano","Ossido di Carbonio",2019-02-21,10,0.5,mg/mc
"Via Bolzano","Ossido di Carbonio",2019-02-21,11,0.4,mg/mc
"Via Bolzano","Ossido di Carbonio",2019-02-21,12,0.4,mg/mc
"Via Bolzano","Ossido di Carbonio",2019-02-21,13,0.4,mg/mc
"Via Bolzano","Ossido di Carbonio",2019-02-21,14,0.4,mg/mc
"Via Bolzano","Ossido di Carbonio",2019-02-21,15,0.5,mg/mc
"Via Bolzano","Ossido di Carbonio",2019-02-21,16,0.5,mg/mc
"Via Bolzano","Ossido di Carbonio",2019-02-21,17,0.5,mg/mc
"Via Bolzano","Ossido di Carbonio",2019-02-21,18,0.6,mg/mc
"Via Bolzano","Ossido di Carbonio",2019-02-21,19,0.8,mg/mc
"Via Bolzano","Ossido di Carbonio",2019-02-21,20,1.0,mg/mc
"Via Bolzano","Ossido di Carbonio",2019-02-21,21,1.1,mg/mc
"Via Bolzano","Ossido di Carbonio",2019-02-21,22,1.0,mg/mc
"Via Bolzano","Ossido di Carbonio",2019-02-21,23,0.6,mg/mc
"Via Bolzano","Ossido di Carbonio",2019-02-21,24,0.8,mg/mc
"Via Bolzano","Ossido di Carbonio",2019-02-22,1,0.7,mg/mc
"Via Bolzano","Ossido di Carbonio",2019-02-22,2,0.5,mg/mc
"Via Bolzano","Ossido di Carbonio",2019-02-22,3,0.5,mg/mc
"Via Bolzano","Ossido di Carbonio",2019-02-22,4,0.6,mg/mc
"Via Bolzano","Ossido di Carbonio",2019-02-22,5,0.4,mg/mc
"Via Bolzano","Ossido di Carbonio",2019-02-22,6,0.5,mg/mc
"Via Bolzano","Ossido di Carbonio",2019-02-22,7,0.7,mg/mc
"Via Bolzano","Ossido di Carbonio",2019-02-22,8,1.3,mg/mc
"Via Bolzano","Ossido di Carbonio",2019-02-22,9,1.4,mg/mc
"Via Bolzano","Ossido di Carbonio",2019-02-22,10,0.6,mg/mc
"Via Bolzano","Ossido di Carbonio",2019-02-22,11,0.5,mg/mc
"Via Bolzano","Ossido di Carbonio",2019-02-22,12,0.4,mg/mc
"Via Bolzano","Ossido di Carbonio",2019-02-22,13,0.4,mg/mc
"Via Bolzano","Ossido di Carbonio",2019-02-22,14,0.4,mg/mc
"Via Bolzano","Ossido di Carbonio",2019-02-22,15,0.3,mg/mc
"Via Bolzano","Ossido di Carbonio",2019-02-22,16,0.3,mg/mc
"Via Bolzano","Ossido di Carbonio",2019-02-22,17,0.3,mg/mc
"Via Bolzano","Ossido di Carbonio",2019-02-22,18,0.3,mg/mc
"Via Bolzano","Ossido di Carbonio",2019-02-22,19,0.3,mg/mc
"Via Bolzano","Ossido di Carbonio",2019-02-22,20,0.3,mg/mc
"Via Bolzano","Ossido di Carbonio",2019-02-22,21,0.3,mg/mc
"Via Bolzano","Ossido di Carbonio",2019-02-22,22,0.4,mg/mc
"Via Bolzano","Ossido di Carbonio",2019-02-22,23,0.6,mg/mc
"Via Bolzano","Ossido di Carbonio",2019-02-22,24,0.6,mg/mc
"Via Bolzano","Ossido di Carbonio",2019-02-23,1,0.3,mg/mc
"Via Bolzano","Ossido di Carbonio",2019-02-23,2,0.3,mg/mc
"Via Bolzano","Ossido di Carbonio",2019-02-23,3,0.3,mg/mc
"Via Bolzano","Ossido di Carbonio",2019-02-23,4,0.3,mg/mc
"Via Bolzano","Ossido di Carbonio",2019-02-23,5,0.3,mg/mc
"Via Bolzano","Ossido di Carbonio",2019-02-23,6,0.3,mg/mc
"Via Bolzano","Ossido di Carbonio",2019-02-23,7,0.3,mg/mc
"Via Bolzano","Ossido di Carbonio",2019-02-23,8,0.4,mg/mc
"Via Bolzano","Ossido di Carbonio",2019-02-23,9,0.6,mg/mc
"Via Bolzano","Ossido di Carbonio",2019-02-23,10,0.5,mg/mc
"Via Bolzano","Ossido di Carbonio",2019-02-23,11,0.5,mg/mc
"Via Bolzano","Ossido di Carbonio",2019-02-23,12,0.4,mg/mc
"Via Bolzano","Ossido di Carbonio",2019-02-23,13,0.4,mg/mc
"Via Bolzano","Ossido di Carbonio",2019-02-23,14,0.3,mg/mc
"Via Bolzano","Ossido di Carbonio",2019-02-23,15,0.3,mg/mc
"Via Bolzano","Ossido di Carbonio",2019-02-23,16,0.3,mg/mc
"Via Bolzano","Ossido di Carbonio",2019-02-23,17,0.3,mg/mc
"Via Bolzano","Ossido di Carbonio",2019-02-23,18,0.3,mg/mc
"Via Bolzano","Ossido di Carbonio",2019-02-23,19,0.3,mg/mc
"Via Bolzano","Ossido di Carbonio",2019-02-23,20,0.4,mg/mc
"Via Bolzano","Ossido di Carbonio",2019-02-23,21,0.4,mg/mc
"Via Bolzano","Ossido di Carbonio",2019-02-23,22,0.4,mg/mc
"Via Bolzano","Ossido di Carbonio",2019-02-23,23,0.4,mg/mc
"Via Bolzano","Ossido di Carbonio",2019-02-23,24,0.4,mg/mc
"Via Bolzano","Ossido di Carbonio",2019-02-24,1,0.5,mg/mc
"Via Bolzano","Ossido di Carbonio",2019-02-24,2,0.4,mg/mc
"Via Bolzano","Ossido di Carbonio",2019-02-24,3,0.4,mg/mc
"Via Bolzano","Ossido di Carbonio",2019-02-24,4,0.4,mg/mc
"Via Bolzano","Ossido di Carbonio",2019-02-24,5,0.3,mg/mc
"Via Bolzano","Ossido di Carbonio",2019-02-24,6,0.3,mg/mc
"Via Bolzano","Ossido di Carbonio",2019-02-24,7,0.3,mg/mc
"Via Bolzano","Ossido di Carbonio",2019-02-24,8,0.4,mg/mc
"Via Bolzano","Ossido di Carbonio",2019-02-24,9,0.5,mg/mc
"Via Bolzano","Ossido di Carbonio",2019-02-24,10,0.4,mg/mc
"Via Bolzano","Ossido di Carbonio",2019-02-24,11,0.4,mg/mc
"Via Bolzano","Ossido di Carbonio",2019-02-24,12,0.3,mg/mc
"Via Bolzano","Ossido di Carbonio",2019-02-24,13,0.3,mg/mc
"Via Bolzano","Ossido di Carbonio",2019-02-24,14,0.3,mg/mc
"Via Bolzano","Ossido di Carbonio",2019-02-24,15,0.4,mg/mc
"Via Bolzano","Ossido di Carbonio",2019-02-24,16,0.3,mg/mc
"Via Bolzano","Ossido di Carbonio",2019-02-24,17,0.4,mg/mc
"Via Bolzano","Ossido di Carbonio",2019-02-24,18,0.4,mg/mc
"Via Bolzano","Ossido di Carbonio",2019-02-24,19,0.4,mg/mc
"Via Bolzano","Ossido di Carbonio",2019-02-24,20,0.6,mg/mc
"Via Bolzano","Ossido di Carbonio",2019-02-24,21,0.9,mg/mc
"Via Bolzano","Ossido di Carbonio",2019-02-24,22,1.0,mg/mc
"Via Bolzano","Ossido di Carbonio",2019-02-24,23,0.9,mg/mc
"Via Bolzano","Ossido di Carbonio",2019-02-24,24,1.0,mg/mc
"Via Bolzano","Ossido di Carbonio",2019-02-25,1,0.7,mg/mc
"Via Bolzano","Ossido di Carbonio",2019-02-25,2,0.6,mg/mc
"Via Bolzano","Ossido di Carbonio",2019-02-25,3,0.5,mg/mc
"Via Bolzano","Ossido di Carbonio",2019-02-25,4,0.5,mg/mc
"Via Bolzano","Ossido di Carbonio",2019-02-25,5,0.5,mg/mc
"Via Bolzano","Ossido di Carbonio",2019-02-25,6,0.5,mg/mc
"Via Bolzano","Ossido di Carbonio",2019-02-25,7,0.5,mg/mc
"Via Bolzano","Ossido di Carbonio",2019-02-25,8,0.7,mg/mc
"Via Bolzano","Ossido di Carbonio",2019-02-25,9,0.6,mg/mc
"Via Bolzano","Ossido di Carbonio",2019-02-25,10,0.4,mg/mc
"Via Bolzano","Ossido di Carbonio",2019-02-25,11,0.4,mg/mc
"Via Bolzano","Ossido di Carbonio",2019-02-25,12,0.4,mg/mc
"Via Bolzano","Ossido di Carbonio",2019-02-25,13,0.4,mg/mc
"Via Bolzano","Ossido di Carbonio",2019-02-25,14,0.4,mg/mc
"Via Bolzano","Ossido di Carbonio",2019-02-25,15,0.5,mg/mc
"Via Bolzano","Ossido di Carbonio",2019-02-25,16,0.5,mg/mc
"Via Bolzano","Ossido di Carbonio",2019-02-25,17,0.7,mg/mc
"Via Bolzano","Ossido di Carbonio",2019-02-25,18,0.9,mg/mc
"Via Bolzano","Ossido di Carbonio",2019-02-25,19,1.5,mg/mc
"Via Bolzano","Ossido di Carbonio",2019-02-25,20,1.7,mg/mc
"Via Bolzano","Ossido di Carbonio",2019-02-25,21,1.4,mg/mc
"Via Bolzano","Ossido di Carbonio",2019-02-25,22,1.3,mg/mc
"Via Bolzano","Ossido di Carbonio",2019-02-25,23,0.8,mg/mc
"Via Bolzano","Ossido di Carbonio",2019-02-25,24,0.6,mg/mc
"Via Bolzano","Ossido di Carbonio",2019-02-26,1,0.5,mg/mc
"Via Bolzano","Ossido di Carbonio",2019-02-26,2,0.6,mg/mc
"Via Bolzano","Ossido di Carbonio",2019-02-26,3,0.4,mg/mc
"Via Bolzano","Ossido di Carbonio",2019-02-26,4,0.3,mg/mc
"Via Bolzano","Ossido di Carbonio",2019-02-26,5,0.4,mg/mc
