Stazione,Inquinante,Data,Ora,Valore,"Unità di misura"
"Via Bolzano","Ossido di Carbonio",2015-05-22,13,0.3,mg/mc
"Via Bolzano","Ossido di Carbonio",2015-05-22,14,0.2,mg/mc
"Via Bolzano","Ossido di Carbonio",2015-05-22,15,0.2,mg/mc
"Via Bolzano","Ossido di Carbonio",2015-05-22,16,0.2,mg/mc
"Via Bolzano","Ossido di Carbonio",2015-05-22,17,0.2,mg/mc
"Via Bolzano","Ossido di Carbonio",2015-05-22,18,0.2,mg/mc
"Via Bolzano","Ossido di Carbonio",2015-05-22,19,0.2,mg/mc
"Via Bolzano","Ossido di Carbonio",2015-05-22,20,0.1,mg/mc
"Via Bolzano","Ossido di Carbonio",2015-05-22,21,0.1,mg/mc
"Via Bolzano","Ossido di Carbonio",2015-05-22,22,0.1,mg/mc
"Via Bolzano","Ossido di Carbonio",2015-05-22,23,0.1,mg/mc
"Via Bolzano","Ossido di Carbonio",2015-05-22,24,0.1,mg/mc
"Via Bolzano","Ossido di Carbonio",2015-05-23,1,0.1,mg/mc
"Via Bolzano","Ossido di Carbonio",2015-05-23,2,0.1,mg/mc
"Via Bolzano","Ossido di Carbonio",2015-05-23,3,0.2,mg/mc
"Via Bolzano","Ossido di Carbonio",2015-05-23,4,0.2,mg/mc
"Via Bolzano","Ossido di Carbonio",2015-05-23,5,0.2,mg/mc
"Via Bolzano","Ossido di Carbonio",2015-05-23,6,0.2,mg/mc
"Via Bolzano","Ossido di Carbonio",2015-05-23,7,0.2,mg/mc
"Via Bolzano","Ossido di Carbonio",2015-05-23,8,0.3,mg/mc
"Via Bolzano","Ossido di Carbonio",2015-05-23,9,0.3,mg/mc
"Via Bolzano","Ossido di Carbonio",2015-05-23,10,0.3,mg/mc
"Via Bolzano","Ossido di Carbonio",2015-05-23,11,0.3,mg/mc
"Via Bolzano","Ossido di Carbonio",2015-05-23,12,0.3,mg/mc
"Via Bolzano","Ossido di Carbonio",2015-05-23,13,0.4,mg/mc
"Via Bolzano","Ossido di Carbonio",2015-05-23,14,0.3,mg/mc
"Via Bolzano","Ossido di Carbonio",2015-05-23,15,0.4,mg/mc
"Via Bolzano","Ossido di Carbonio",2015-05-23,16,0.4,mg/mc
"Via Bolzano","Ossido di Carbonio",2015-05-23,17,0.5,mg/mc
"Via Bolzano","Ossido di Carbonio",2015-05-23,18,0.4,mg/mc
"Via Bolzano","Ossido di Carbonio",2015-05-23,19,0.5,mg/mc
"Via Bolzano","Ossido di Carbonio",2015-05-23,20,0.5,mg/mc
"Via Bolzano","Ossido di Carbonio",2015-05-23,21,0.3,mg/mc
"Via Bolzano","Ossido di Carbonio",2015-05-23,22,0.3,mg/mc
"Via Bolzano","Ossido di Carbonio",2015-05-23,23,0.4,mg/mc
"Via Bolzano","Ossido di Carbonio",2015-05-23,24,0.4,mg/mc
"Via Bolzano","Ossido di Carbonio",2015-05-24,1,0.4,mg/mc
"Via Bolzano","Ossido di Carbonio",2015-05-24,2,0.4,mg/mc
"Via Bolzano","Ossido di Carbonio",2015-05-24,3,0.3,mg/mc
"Via Bolzano","Ossido di Carbonio",2015-05-24,4,0.4,mg/mc
"Via Bolzano","Ossido di Carbonio",2015-05-24,5,0.3,mg/mc
"Via Bolzano","Ossido di Carbonio",2015-05-24,6,0.4,mg/mc
"Via Bolzano","Ossido di Carbonio",2015-05-24,7,0.4,mg/mc
"Via Bolzano","Ossido di Carbonio",2015-05-24,8,0.4,mg/mc
"Via Bolzano","Ossido di Carbonio",2015-05-24,9,0.4,mg/mc
"Via Bolzano","Ossido di Carbonio",2015-05-24,10,0.3,mg/mc
"Via Bolzano","Ossido di Carbonio",2015-05-24,11,0.4,mg/mc
"Via Bolzano","Ossido di Carbonio",2015-05-24,12,0.3,mg/mc
"Via Bolzano","Ossido di Carbonio",2015-05-24,13,0.3,mg/mc
"Via Bolzano","Ossido di Carbonio",2015-05-24,14,0.3,mg/mc
"Via Bolzano","Ossido di Carbonio",2015-05-24,15,0.3,mg/mc
"Via Bolzano","Ossido di Carbonio",2015-05-24,16,0.3,mg/mc
"Via Bolzano","Ossido di Carbonio",2015-05-24,17,0.3,mg/mc
"Via Bolzano","Ossido di Carbonio",2015-05-24,18,0.3,mg/mc
"Via Bolzano","Ossido di Carbonio",2015-05-24,19,0.3,mg/mc
"Via Bolzano","Ossido di Carbonio",2015-05-24,20,0.3,mg/mc
"Via Bolzano","Ossido di Carbonio",2015-05-24,21,0.3,mg/mc
"Via Bolzano","Ossido di Carbonio",2015-05-24,22,0.4,mg/mc
"Via Bolzano","Ossido di Carbonio",2015-05-24,23,0.4,mg/mc
"Via Bolzano","Ossido di Carbonio",2015-05-24,24,0.4,mg/mc
"Via Bolzano","Ossido di Carbonio",2015-05-25,1,0.3,mg/mc
"Via Bolzano","Ossido di Carbonio",2015-05-25,2,0.3,mg/mc
"Via Bolzano","Ossido di Carbonio",2015-05-25,3,0.3,mg/mc
"Via Bolzano","Ossido di Carbonio",2015-05-25,4,0.3,mg/mc
"Via Bolzano","Ossido di Carbonio",2015-05-25,5,0.3,mg/mc
"Via Bolzano","Ossido di Carbonio",2015-05-25,6,0.3,mg/mc
"Via Bolzano","Ossido di Carbonio",2015-05-25,7,0.4,mg/mc
"Via Bolzano","Ossido di Carbonio",2015-05-25,8,0.3,mg/mc
"Via Bolzano","Ossido di Carbonio",2015-05-25,9,0.3,mg/mc
"Via Bolzano","Ossido di Carbonio",2015-05-25,10,0.3,mg/mc
"Via Bolzano","Ossido di Carbonio",2015-05-25,11,0.3,mg/mc
"Via Bolzano","Ossido di Carbonio",2015-05-25,12,0.4,mg/mc
"Via Bolzano","Ossido di Carbonio",2015-05-25,13,0.4,mg/mc
"Via Bolzano","Ossido di Carbonio",2015-05-25,14,0.3,mg/mc
"Via Bolzano","Ossido di Carbonio",2015-05-25,15,0.3,mg/mc
"Via Bolzano","Ossido di Carbonio",2015-05-25,16,0.3,mg/mc
"Via Bolzano","Ossido di Carbonio",2015-05-25,17,0.3,mg/mc
"Via Bolzano","Ossido di Carbonio",2015-05-25,18,0.3,mg/mc
"Via Bolzano","Ossido di Carbonio",2015-05-25,19,0.3,mg/mc
"Via Bolzano","Ossido di Carbonio",2015-05-25,20,0.3,mg/mc
"Via Bolzano","Ossido di Carbonio",2015-05-25,21,0.4,mg/mc
"Via Bolzano","Ossido di Carbonio",2015-05-25,22,0.4,mg/mc
"Via Bolzano","Ossido di Carbonio",2015-05-25,23,0.4,mg/mc
"Via Bolzano","Ossido di Carbonio",2015-05-25,24,0.4,mg/mc
"Via Bolzano","Ossido di Carbonio",2015-05-26,1,0.4,mg/mc
"Via Bolzano","Ossido di Carbonio",2015-05-26,2,0.3,mg/mc
"Via Bolzano","Ossido di Carbonio",2015-05-26,3,0.3,mg/mc
"Via Bolzano","Ossido di Carbonio",2015-05-26,4,0.3,mg/mc
"Via Bolzano","Ossido di Carbonio",2015-05-26,5,0.3,mg/mc
"Via Bolzano","Ossido di Carbonio",2015-05-26,6,0.4,mg/mc
"Via Bolzano","Ossido di Carbonio",2015-05-26,7,0.4,mg/mc
"Via Bolzano","Ossido di Carbonio",2015-05-26,8,0.5,mg/mc
"Via Bolzano","Ossido di Carbonio",2015-05-26,9,0.4,mg/mc
"Via Bolzano","Ossido di Carbonio",2015-05-26,10,0.5,mg/mc
"Via Bolzano","Ossido di Carbonio",2015-05-26,11,0.4,mg/mc
"Via Bolzano","Ossido di Carbonio",2015-05-26,12,0.4,mg/mc
"Via Bolzano","Ossido di Carbonio",2015-05-26,13,0.4,mg/mc
"Via Bolzano","Ossido di Carbonio",2015-05-26,14,0.3,mg/mc
"Via Bolzano","Ossido di Carbonio",2015-05-26,15,0.3,mg/mc
"Via Bolzano","Ossido di Carbonio",2015-05-26,16,0.4,mg/mc
"Via Bolzano","Ossido di Carbonio",2015-05-26,17,0.4,mg/mc
"Via Bolzano","Ossido di Carbonio",2015-05-26,18,0.4,mg/mc
"Via Bolzano","Ossido di Carbonio",2015-05-26,19,0.4,mg/mc
"Via Bolzano","Ossido di Carbonio",2015-05-26,20,0.3,mg/mc
"Via Bolzano","Ossido di Carbonio",2015-05-26,21,0.3,mg/mc
"Via Bolzano","Ossido di Carbonio",2015-05-26,22,0.3,mg/mc
"Via Bolzano","Ossido di Carbonio",2015-05-26,23,0.4,mg/mc
"Via Bolzano","Ossido di Carbonio",2015-05-26,24,0.3,mg/mc
"Via Bolzano","Ossido di Carbonio",2015-05-27,1,0.3,mg/mc
"Via Bolzano","Ossido di Carbonio",2015-05-27,2,0.3,mg/mc
"Via Bolzano","Ossido di Carbonio",2015-05-27,3,0.3,mg/mc
"Via Bolzano","Ossido di Carbonio",2015-05-27,4,0.2,mg/mc
"Via Bolzano","Ossido di Carbonio",2015-05-27,5,0.2,mg/mc
"Via Bolzano","Ossido di Carbonio",2015-05-27,6,0.2,mg/mc
"Via Bolzano","Ossido di Carbonio",2015-05-27,7,0.3,mg/mc
"Via Bolzano","Ossido di Carbonio",2015-05-27,8,0.3,mg/mc
"Via Bolzano","Ossido di Carbonio",2015-05-27,9,0.2,mg/mc
"Via Bolzano","Ossido di Carbonio",2015-05-27,10,0.1,mg/mc
"Via Bolzano","Ossido di Carbonio",2015-05-27,11,0.1,mg/mc
"Via Bolzano","Ossido di Carbonio",2015-05-27,12,0.1,mg/mc
"Via Bolzano","Ossido di Carbonio",2015-05-27,13,0.1,mg/mc
"Via Bolzano","Ossido di Carbonio",2015-05-27,14,0.1,mg/mc
"Via Bolzano","Ossido di Carbonio",2015-05-27,15,0.1,mg/mc
"Via Bolzano","Ossido di Carbonio",2015-05-27,16,0.1,mg/mc
"Via Bolzano","Ossido di Carbonio",2015-05-27,17,0.1,mg/mc
"Via Bolzano","Ossido di Carbonio",2015-05-27,18,0.1,mg/mc
"Via Bolzano","Ossido di Carbonio",2015-05-27,19,0.1,mg/mc
"Via Bolzano","Ossido di Carbonio",2015-05-27,20,0.2,mg/mc
"Via Bolzano","Ossido di Carbonio",2015-05-27,21,0.2,mg/mc
"Via Bolzano","Ossido di Carbonio",2015-05-27,22,0.1,mg/mc
"Via Bolzano","Ossido di Carbonio",2015-05-27,23,0.1,mg/mc
"Via Bolzano","Ossido di Carbonio",2015-05-27,24,0.1,mg/mc
"Via Bolzano","Ossido di Carbonio",2015-05-28,1,0.1,mg/mc
"Via Bolzano","Ossido di Carbonio",2015-05-28,2,0.1,mg/mc
"Via Bolzano","Ossido di Carbonio",2015-05-28,3,0.1,mg/mc
"Via Bolzano","Ossido di Carbonio",2015-05-28,4,0.1,mg/mc
"Via Bolzano","Ossido di Carbonio",2015-05-28,5,0.1,mg/mc
"Via Bolzano","Ossido di Carbonio",2015-05-28,6,0.1,mg/mc
"Via Bolzano","Ossido di Carbonio",2015-05-28,7,0.2,mg/mc
"Via Bolzano","Ossido di Carbonio",2015-05-28,8,0.2,mg/mc
"Via Bolzano","Ossido di Carbonio",2015-05-28,9,0.2,mg/mc
"Via Bolzano","Ossido di Carbonio",2015-05-28,10,0.1,mg/mc
"Via Bolzano","Ossido di Carbonio",2015-05-28,11,0.2,mg/mc
"Via Bolzano","Ossido di Carbonio",2015-05-28,12,0.2,mg/mc
"Via Bolzano","Ossido di Carbonio",2015-05-28,13,0.2,mg/mc
"Via Bolzano","Ossido di Carbonio",2015-05-28,14,0.2,mg/mc
"Via Bolzano","Ossido di Carbonio",2015-05-28,15,0.2,mg/mc
"Via Bolzano","Ossido di Carbonio",2015-05-28,16,0.2,mg/mc
"Via Bolzano","Ossido di Carbonio",2015-05-28,17,0.2,mg/mc
"Via Bolzano","Ossido di Carbonio",2015-05-28,18,0.3,mg/mc
"Via Bolzano","Ossido di Carbonio",2015-05-28,19,0.3,mg/mc
"Via Bolzano","Ossido di Carbonio",2015-05-28,20,0.3,mg/mc
"Via Bolzano","Ossido di Carbonio",2015-05-28,21,0.4,mg/mc
"Via Bolzano","Ossido di Carbonio",2015-05-28,22,0.3,mg/mc
"Via Bolzano","Ossido di Carbonio",2015-05-28,23,0.3,mg/mc
"Via Bolzano","Ossido di Carbonio",2015-05-28,24,0.3,mg/mc
"Via Bolzano","Ossido di Carbonio",2015-05-29,1,0.3,mg/mc
"Via Bolzano","Ossido di Carbonio",2015-05-29,2,0.3,mg/mc
"Via Bolzano","Ossido di Carbonio",2015-05-29,3,0.3,mg/mc
"Via Bolzano","Ossido di Carbonio",2015-05-29,4,0.3,mg/mc
"Via Bolzano","Ossido di Carbonio",2015-05-29,5,0.3,mg/mc
"Via Bolzano","Ossido di Carbonio",2015-05-29,6,0.4,mg/mc
"Via Bolzano","Ossido di Carbonio",2015-05-29,7,0.4,mg/mc
"Via Bolzano","Ossido di Carbonio",2015-05-29,8,0.5,mg/mc
"Via Bolzano","Ossido di Carbonio",2015-05-29,9,0.4,mg/mc
"Via Bolzano","Ossido di Carbonio",2015-05-29,10,0.4,mg/mc
"Via Bolzano","Ossido di Carbonio",2015-05-29,11,0.4,mg/mc
"Via Bolzano","Ossido di Carbonio",2015-05-29,12,0.4,mg/mc
"Via Bolzano","Ossido di Carbonio",2015-05-29,13,0.4,mg/mc
"Via Bolzano","Ossido di Carbonio",2015-05-29,14,0.4,mg/mc
"Via Bolzano","Ossido di Carbonio",2015-05-29,15,0.3,mg/mc
"Via Bolzano","Ossido di Carbonio",2015-05-29,16,0.3,mg/mc
"Via Bolzano","Ossido di Carbonio",2015-05-29,17,0.3,mg/mc
"Via Bolzano","Ossido di Carbonio",2015-05-29,18,0.3,mg/mc
"Via Bolzano","Ossido di Carbonio",2015-05-29,19,0.3,mg/mc
"Via Bolzano","Ossido di Carbonio",2015-05-29,20,0.3,mg/mc
"Via Bolzano","Ossido di Carbonio",2015-05-29,21,0.4,mg/mc
"Via Bolzano","Ossido di Carbonio",2015-05-29,22,0.3,mg/mc
"Via Bolzano","Ossido di Carbonio",2015-05-29,23,0.3,mg/mc
"Via Bolzano","Ossido di Carbonio",2015-05-29,24,0.4,mg/mc
"Via Bolzano","Ossido di Carbonio",2015-05-30,1,0.4,mg/mc
"Via Bolzano","Ossido di Carbonio",2015-05-30,2,0.3,mg/mc
"Via Bolzano","Ossido di Carbonio",2015-05-30,3,0.4,mg/mc
"Via Bolzano","Ossido di Carbonio",2015-05-30,4,0.4,mg/mc
"Via Bolzano","Ossido di Carbonio",2015-05-30,5,0.4,mg/mc
"Via Bolzano","Ossido di Carbonio",2015-05-30,6,0.4,mg/mc
"Via Bolzano","Ossido di Carbonio",2015-05-30,7,0.4,mg/mc
"Via Bolzano","Ossido di Carbonio",2015-05-30,8,0.5,mg/mc
"Via Bolzano","Ossido di Carbonio",2015-05-30,9,0.4,mg/mc
"Via Bolzano","Ossido di Carbonio",2015-05-30,10,0.5,mg/mc
"Via Bolzano","Ossido di Carbonio",2015-05-30,11,0.5,mg/mc
"Via Bolzano","Ossido di Carbonio",2015-05-30,12,0.4,mg/mc
"Via Bolzano","Ossido di Carbonio",2015-05-30,13,0.4,mg/mc
"Via Bolzano","Ossido di Carbonio",2015-05-30,14,0.4,mg/mc
"Via Bolzano","Ossido di Carbonio",2015-05-30,15,0.4,mg/mc
"Via Bolzano","Ossido di Carbonio",2015-05-30,16,0.4,mg/mc
"Via Bolzano","Ossido di Carbonio",2015-05-30,17,0.4,mg/mc
"Via Bolzano","Ossido di Carbonio",2015-05-30,18,0.4,mg/mc
"Via Bolzano","Ossido di Carbonio",2015-05-30,19,0.4,mg/mc
"Via Bolzano","Ossido di Carbonio",2015-05-30,20,0.4,mg/mc
"Via Bolzano","Ossido di Carbonio",2015-05-30,21,0.5,mg/mc
"Via Bolzano","Ossido di Carbonio",2015-05-30,22,0.4,mg/mc
"Via Bolzano","Ossido di Carbonio",2015-05-30,23,0.4,mg/mc
"Via Bolzano","Ossido di Carbonio",2015-05-30,24,0.4,mg/mc
"Via Bolzano","Ossido di Carbonio",2015-05-31,1,0.4,mg/mc
"Via Bolzano","Ossido di Carbonio",2015-05-31,2,0.4,mg/mc
"Via Bolzano","Ossido di Carbonio",2015-05-31,3,0.4,mg/mc
"Via Bolzano","Ossido di Carbonio",2015-05-31,4,0.4,mg/mc
"Via Bolzano","Ossido di Carbonio",2015-05-31,5,0.4,mg/mc
"Via Bolzano","Ossido di Carbonio",2015-05-31,6,0.5,mg/mc
"Via Bolzano","Ossido di Carbonio",2015-05-31,7,0.5,mg/mc
"Via Bolzano","Ossido di Carbonio",2015-05-31,8,0.5,mg/mc
"Via Bolzano","Ossido di Carbonio",2015-05-31,9,0.5,mg/mc
"Via Bolzano","Ossido di Carbonio",2015-05-31,10,0.5,mg/mc
"Via Bolzano","Ossido di Carbonio",2015-05-31,11,0.5,mg/mc
"Via Bolzano","Ossido di Carbonio",2015-05-31,12,0.5,mg/mc
"Via Bolzano","Ossido di Carbonio",2015-05-31,13,0.5,mg/mc
"Via Bolzano","Ossido di Carbonio",2015-05-31,14,0.5,mg/mc
"Via Bolzano","Ossido di Carbonio",2015-05-31,15,0.5,mg/mc
"Via Bolzano","Ossido di Carbonio",2015-05-31,16,0.5,mg/mc
"Via Bolzano","Ossido di Carbonio",2015-05-31,17,0.5,mg/mc
"Via Bolzano","Ossido di Carbonio",2015-05-31,18,0.5,mg/mc
"Via Bolzano","Ossido di Carbonio",2015-05-31,19,0.6,mg/mc
"Via Bolzano","Ossido di Carbonio",2015-05-31,20,0.6,mg/mc
"Via Bolzano","Ossido di Carbonio",2015-05-31,21,0.6,mg/mc
"Via Bolzano","Ossido di Carbonio",2015-05-31,22,0.6,mg/mc
"Via Bolzano","Ossido di Carbonio",2015-05-31,23,0.5,mg/mc
"Via Bolzano","Ossido di Carbonio",2015-05-31,24,0.5,mg/mc
"Via Bolzano","Ossido di Carbonio",2015-06-01,1,0.5,mg/mc
"Via Bolzano","Ossido di Carbonio",2015-06-01,2,0.5,mg/mc
"Via Bolzano","Ossido di Carbonio",2015-06-01,3,0.5,mg/mc
"Via Bolzano","Ossido di Carbonio",2015-06-01,4,0.5,mg/mc
"Via Bolzano","Ossido di Carbonio",2015-06-01,5,0.5,mg/mc
"Via Bolzano","Ossido di Carbonio",2015-06-01,6,0.5,mg/mc
"Via Bolzano","Ossido di Carbonio",2015-06-01,7,0.5,mg/mc
"Via Bolzano","Ossido di Carbonio",2015-06-01,8,0.5,mg/mc
"Via Bolzano","Ossido di Carbonio",2015-06-01,9,0.5,mg/mc
"Via Bolzano","Ossido di Carbonio",2015-06-01,10,0.5,mg/mc
"Via Bolzano","Ossido di Carbonio",2015-06-01,11,0.5,mg/mc
"Via Bolzano","Ossido di Carbonio",2015-06-01,12,0.5,mg/mc
"Via Bolzano","Ossido di Carbonio",2015-06-01,13,0.5,mg/mc
"Via Bolzano","Ossido di Carbonio",2015-06-01,14,0.5,mg/mc
"Via Bolzano","Ossido di Carbonio",2015-06-01,15,0.5,mg/mc
"Via Bolzano","Ossido di Carbonio",2015-06-01,16,0.5,mg/mc
"Via Bolzano","Ossido di Carbonio",2015-06-01,17,0.5,mg/mc
"Via Bolzano","Ossido di Carbonio",2015-06-01,18,0.5,mg/mc
"Via Bolzano","Ossido di Carbonio",2015-06-01,19,0.5,mg/mc
"Via Bolzano","Ossido di Carbonio",2015-06-01,20,0.5,mg/mc
"Via Bolzano","Ossido di Carbonio",2015-06-01,21,0.5,mg/mc
"Via Bolzano","Ossido di Carbonio",2015-06-01,22,0.5,mg/mc
"Via Bolzano","Ossido di Carbonio",2015-06-01,23,0.5,mg/mc
"Via Bolzano","Ossido di Carbonio",2015-06-01,24,0.5,mg/mc
"Via Bolzano","Ossido di Carbonio",2015-06-02,1,0.5,mg/mc
"Via Bolzano","Ossido di Carbonio",2015-06-02,2,0.5,mg/mc
"Via Bolzano","Ossido di Carbonio",2015-06-02,3,0.5,mg/mc
"Via Bolzano","Ossido di Carbonio",2015-06-02,4,0.5,mg/mc
"Via Bolzano","Ossido di Carbonio",2015-06-02,5,0.5,mg/mc
"Via Bolzano","Ossido di Carbonio",2015-06-02,6,0.5,mg/mc
"Via Bolzano","Ossido di Carbonio",2015-06-02,7,0.5,mg/mc
"Via Bolzano","Ossido di Carbonio",2015-06-02,8,0.5,mg/mc
"Via Bolzano","Ossido di Carbonio",2015-06-02,9,0.5,mg/mc
"Via Bolzano","Ossido di Carbonio",2015-06-02,10,0.5,mg/mc
"Via Bolzano","Ossido di Carbonio",2015-06-02,11,0.6,mg/mc
"Via Bolzano","Ossido di Carbonio",2015-06-02,12,0.5,mg/mc
"Via Bolzano","Ossido di Carbonio",2015-06-02,13,0.5,mg/mc
"Via Bolzano","Ossido di Carbonio",2015-06-02,14,0.5,mg/mc
"Via Bolzano","Ossido di Carbonio",2015-06-02,15,0.5,mg/mc
"Via Bolzano","Ossido di Carbonio",2015-06-02,16,0.4,mg/mc
"Via Bolzano","Ossido di Carbonio",2015-06-02,17,0.5,mg/mc
"Via Bolzano","Ossido di Carbonio",2015-06-02,18,0.5,mg/mc
"Via Bolzano","Ossido di Carbonio",2015-06-02,19,0.5,mg/mc
"Via Bolzano","Ossido di Carbonio",2015-06-02,20,0.5,mg/mc
"Via Bolzano","Ossido di Carbonio",2015-06-02,21,0.5,mg/mc
"Via Bolzano","Ossido di Carbonio",2015-06-02,22,0.5,mg/mc
"Via Bolzano","Ossido di Carbonio",2015-06-02,23,0.5,mg/mc
"Via Bolzano","Ossido di Carbonio",2015-06-02,24,0.5,mg/mc
"Via Bolzano","Ossido di Carbonio",2015-06-03,1,0.5,mg/mc
"Via Bolzano","Ossido di Carbonio",2015-06-03,2,0.5,mg/mc
"Via Bolzano","Ossido di Carbonio",2015-06-03,3,0.5,mg/mc
"Via Bolzano","Ossido di Carbonio",2015-06-03,4,0.5,mg/mc
"Via Bolzano","Ossido di Carbonio",2015-06-03,5,0.5,mg/mc
"Via Bolzano","Ossido di Carbonio",2015-06-03,6,0.5,mg/mc
"Via Bolzano","Ossido di Carbonio",2015-06-03,7,0.6,mg/mc
"Via Bolzano","Ossido di Carbonio",2015-06-03,8,0.6,mg/mc
"Via Bolzano","Ossido di Carbonio",2015-06-03,9,0.5,mg/mc
"Via Bolzano","Ossido di Carbonio",2015-06-03,10,0.5,mg/mc
"Via Bolzano","Ossido di Carbonio",2015-06-03,11,0.6,mg/mc
"Via Bolzano","Ossido di Carbonio",2015-06-03,12,0.7,mg/mc
"Via Bolzano","Ossido di Carbonio",2015-06-03,13,0.6,mg/mc
"Via Bolzano","Ossido di Carbonio",2015-06-03,14,0.6,mg/mc
"Via Bolzano","Ossido di Carbonio",2015-06-03,15,0.5,mg/mc
"Via Bolzano","Ossido di Carbonio",2015-06-03,16,0.5,mg/mc
"Via Bolzano","Ossido di Carbonio",2015-06-03,17,0.6,mg/mc
"Via Bolzano","Ossido di Carbonio",2015-06-03,18,0.6,mg/mc
"Via Bolzano","Ossido di Carbonio",2015-06-03,19,0.6,mg/mc
"Via Bolzano","Ossido di Carbonio",2015-06-03,20,0.6,mg/mc
"Via Bolzano","Ossido di Carbonio",2015-06-03,21,0.6,mg/mc
"Via Bolzano","Ossido di Carbonio",2015-06-03,22,0.6,mg/mc
"Via Bolzano","Ossido di Carbonio",2015-06-03,23,0.6,mg/mc
"Via Bolzano","Ossido di Carbonio",2015-06-03,24,0.6,mg/mc
"Via Bolzano","Ossido di Carbonio",2015-06-04,1,0.6,mg/mc
"Via Bolzano","Ossido di Carbonio",2015-06-04,2,0.6,mg/mc
"Via Bolzano","Ossido di Carbonio",2015-06-04,3,0.6,mg/mc
"Via Bolzano","Ossido di Carbonio",2015-06-04,4,0.5,mg/mc
"Via Bolzano","Ossido di Carbonio",2015-06-04,5,0.6,mg/mc
"Via Bolzano","Ossido di Carbonio",2015-06-04,6,0.6,mg/mc
"Via Bolzano","Ossido di Carbonio",2015-06-04,7,0.7,mg/mc
"Via Bolzano","Ossido di Carbonio",2015-06-04,8,0.7,mg/mc
"Via Bolzano","Ossido di Carbonio",2015-06-04,9,0.7,mg/mc
"Via Bolzano","Ossido di Carbonio",2015-06-04,10,0.7,mg/mc
"Via Bolzano","Ossido di Carbonio",2015-06-04,11,0.7,mg/mc
"Via Bolzano","Ossido di Carbonio",2015-06-04,12,0.7,mg/mc
"Via Bolzano","Ossido di Carbonio",2015-06-04,13,0.7,mg/mc
"Via Bolzano","Ossido di Carbonio",2015-06-04,14,0.6,mg/mc
"Via Bolzano","Ossido di Carbonio",2015-06-04,15,0.6,mg/mc
"Via Bolzano","Ossido di Carbonio",2015-06-04,16,0.6,mg/mc
"Via Bolzano","Ossido di Carbonio",2015-06-04,17,0.6,mg/mc
"Via Bolzano","Ossido di Carbonio",2015-06-04,18,0.6,mg/mc
"Via Bolzano","Ossido di Carbonio",2015-06-04,19,0.6,mg/mc
"Via Bolzano","Ossido di Carbonio",2015-06-04,20,0.6,mg/mc
"Via Bolzano","Ossido di Carbonio",2015-06-04,21,0.6,mg/mc
"Via Bolzano","Ossido di Carbonio",2015-06-04,22,0.5,mg/mc
"Via Bolzano","Ossido di Carbonio",2015-06-04,23,0.6,mg/mc
"Via Bolzano","Ossido di Carbonio",2015-06-04,24,0.6,mg/mc
"Via Bolzano","Ossido di Carbonio",2015-06-05,1,0.6,mg/mc
"Via Bolzano","Ossido di Carbonio",2015-06-05,2,0.5,mg/mc
"Via Bolzano","Ossido di Carbonio",2015-06-05,3,0.6,mg/mc
"Via Bolzano","Ossido di Carbonio",2015-06-05,4,0.6,mg/mc
"Via Bolzano","Ossido di Carbonio",2015-06-05,5,0.6,mg/mc
"Via Bolzano","Ossido di Carbonio",2015-06-05,6,0.6,mg/mc
"Via Bolzano","Ossido di Carbonio",2015-06-05,7,0.7,mg/mc
"Via Bolzano","Ossido di Carbonio",2015-06-05,8,0.7,mg/mc
"Via Bolzano","Ossido di Carbonio",2015-06-05,9,0.6,mg/mc
"Via Bolzano","Ossido di Carbonio",2015-06-05,10,0.6,mg/mc
"Via Bolzano","Ossido di Carbonio",2015-06-05,11,0.6,mg/mc
"Via Bolzano","Ossido di Carbonio",2015-06-05,14,0.6,mg/mc
"Via Bolzano","Ossido di Carbonio",2015-06-05,15,0.6,mg/mc
"Via Bolzano","Ossido di Carbonio",2015-06-05,16,0.6,mg/mc
"Via Bolzano","Ossido di Carbonio",2015-06-05,17,0.7,mg/mc
"Via Bolzano","Ossido di Carbonio",2015-06-05,18,0.7,mg/mc
"Via Bolzano","Ossido di Carbonio",2015-06-05,19,0.7,mg/mc
"Via Bolzano","Ossido di Carbonio",2015-06-05,20,0.7,mg/mc
"Via Bolzano","Ossido di Carbonio",2015-06-05,21,0.7,mg/mc
"Via Bolzano","Ossido di Carbonio",2015-06-05,22,0.8,mg/mc
"Via Bolzano","Ossido di Carbonio",2015-06-05,23,0.8,mg/mc
"Via Bolzano","Ossido di Carbonio",2015-06-05,24,0.8,mg/mc
"Via Bolzano","Ossido di Carbonio",2015-06-06,1,0.8,mg/mc
"Via Bolzano","Ossido di Carbonio",2015-06-06,2,0.7,mg/mc
"Via Bolzano","Ossido di Carbonio",2015-06-06,3,0.7,mg/mc
"Via Bolzano","Ossido di Carbonio",2015-06-06,4,0.7,mg/mc
"Via Bolzano","Ossido di Carbonio",2015-06-06,5,0.8,mg/mc
"Via Bolzano","Ossido di Carbonio",2015-06-06,6,0.8,mg/mc
"Via Bolzano","Ossido di Carbonio",2015-06-06,7,0.8,mg/mc
"Via Bolzano","Ossido di Carbonio",2015-06-06,8,0.8,mg/mc
"Via Bolzano","Ossido di Carbonio",2015-06-06,9,0.7,mg/mc
"Via Bolzano","Ossido di Carbonio",2015-06-06,10,0.8,mg/mc
"Via Bolzano","Ossido di Carbonio",2015-06-06,11,0.9,mg/mc
"Via Bolzano","Ossido di Carbonio",2015-06-06,12,0.9,mg/mc
